Time,abs_pressure_Torr,temperature_C,volumetric_flow_LPM,mass_flow_SLPM,mass_flow_setpoint_SLPM,gas_type
2026-09-14 14:57:02,+755.94,+024.53,+00.000,+00.000,+00.000,Air
2026-09-14 14:57:04,+756.03,+024.57,+00.000,+00.000,+00.000,Air
2026-09-14 14:57:06,+756.02,+024.56,+00.027,+00.027,+00.000,Air
2026-09-14 14:57:08,+756.04,+024.53,+00.000,+00.000,+00.000,Air
2026-09-14 14:57:10,+755.99,+024.55,+00.031,+00.031,+00.000,Air
2026-09-14 14:57:12,+756.00,+024.54,+00.000,+00.000,+00.000,Air
2026-09-14 14:57:14,+756.04,+024.53,+00.001,+00.001,+00.000,Air
2026-09-14 14:57:16,+756.07,+024.55,+00.000,+00.000,+00.000,Air
2026-09-14 14:57:18,+755.94,+024.51,+00.008,+00.008,+00.000,Air
2026-09-14 14:57:20,+756.05,+024.54,+00.009,+00.009,+00.000,Air
2026-09-14 14:57:22,+756.04,+024.56,+00.000,+00.000,+00.000,Air
2026-09-14 14:57:24,+755.93,+024.57,+00.005,+00.005,+00.000,Air
2026-09-14 14:57:26,+755.97,+024.54,+00.000,+00.000,+00.000,Air
2026-09-14 14:57:28,+755.97,+024.56,+00.015,+00.015,+00.000,Air
2026-09-14 14:57:30,+756.07,+024.52,+00.013,+00.013,+00.000,Air
2026-09-14 14:57:32,+755.97,+024.57,+00.000,+00.000,+00.000,Air
2026-09-14 14:57:34,+756.09,+024.55,+00.007,+00.007,+00.000,Air
2026-09-14 14:57:36,+755.97,+024.59,+00.000,+00.000,+00.000,Air
2026-09-14 14:57:38,+756.10,+024.53,+00.000,+00.000,+00.000,Air
2026-09-14 14:57:40,+755.96,+024.54,+00.005,+00.005,+00.000,Air
2026-09-14 14:57:42,+756.00,+024.53,+00.029,+00.029,+00.000,Air
2026-09-14 14:57:44,+755.93,+024.55,+00.001,+00.001,+00.000,Air
2026-09-14 14:57:46,+756.05,+024.56,+00.005,+00.005,+00.000,Air
2026-09-14 14:57:48,+756.05,+024.55,+00.000,+00.000,+00.000,Air
2026-09-14 14:57:50,+755.98,+024.56,+00.000,+00.000,+00.000,Air
2026-09-14 14:57:52,+755.98,+024.57,+00.000,+00.000,+00.000,Air
2026-09-14 14:57:54,+756.01,+024.60,+00.000,+00.000,+00.000,Air
2026-09-14 14:57:56,+755.96,+024.53,+00.000,+00.000,+00.000,Air
2026-09-14 14:57:58,+756.05,+024.55,+00.015,+00.015,+00.000,Air
2026-09-14 14:58:00,+755.91,+024.51,+00.000,+00.000,+00.000,Air
2026-09-14 14:58:02,+755.99,+024.51,+00.004,+00.004,+00.000,Air
2026-09-14 14:58:04,+756.07,+024.55,+00.000,+00.000,+00.000,Air
2026-09-14 14:58:06,+755.96,+024.56,+00.009,+00.009,+00.000,Air
2026-09-14 14:58:08,+755.97,+024.54,+00.000,+00.000,+00.000,Air
2026-09-14 14:58:10,+755.94,+024.56,+00.000,+00.000,+00.000,Air
2026-09-14 14:58:12,+756.02,+024.53,+00.018,+00.017,+00.000,Air
2026-09-14 14:58:14,+755.97,+024.57,+00.000,+00.000,+00.000,Air
2026-09-14 14:58:16,+755.98,+024.58,+00.028,+00.028,+00.000,Air
2026-09-14 14:58:18,+755.95,+024.55,+00.000,+00.000,+00.000,Air
2026-09-14 14:58:20,+755.94,+024.58,+00.002,+00.002,+00.000,Air
2026-09-14 14:58:22,+756.04,+024.52,+00.008,+00.008,+00.000,Air
2026-09-14 14:58:24,+756.05,+024.56,+00.013,+00.013,+00.000,Air
2026-09-14 14:58:26,+756.05,+024.56,+00.000,+00.000,+00.000,Air
2026-09-14 14:58:28,+756.05,+024.52,+00.007,+00.007,+00.000,Air
2026-09-14 14:58:30,+756.03,+024.56,+00.000,+00.000,+00.000,Air
2026-09-14 14:58:32,+756.00,+024.56,+00.003,+00.003,+00.000,Air
2026-09-14 14:58:34,+756.09,+024.53,+00.000,+00.000,+00.000,Air
2026-09-14 14:58:36,+755.97,+024.56,+00.000,+00.000,+00.000,Air
2026-09-14 14:58:38,+756.00,+024.55,+00.011,+00.010,+00.000,Air
2026-09-14 14:58:40,+756.09,+024.58,+00.000,+00.000,+00.000,Air
2026-09-14 14:58:42,+755.94,+024.55,+00.011,+00.011,+00.000,Air
2026-09-14 14:58:44,+755.99,+024.55,+00.000,+00.000,+00.000,Air
2026-09-14 14:58:46,+756.06,+024.54,+00.010,+00.010,+00.000,Air
2026-09-14 14:58:48,+756.13,+024.53,+00.007,+00.007,+00.000,Air
2026-09-14 14:58:50,+756.06,+024.56,+00.032,+00.031,+00.000,Air
2026-09-14 14:58:52,+756.11,+024.58,+00.000,+00.000,+00.000,Air
2026-09-14 14:58:54,+756.04,+024.58,+00.007,+00.007,+00.000,Air
2026-09-14 14:58:56,+755.96,+024.58,+00.009,+00.009,+00.000,Air
2026-09-14 14:58:58,+755.98,+024.55,+00.000,+00.000,+00.000,Air
2026-09-14 14:59:00,+756.06,+024.54,+00.000,+00.000,+00.000,Air
2026-09-14 14:59:02,+756.04,+024.57,+00.000,+00.000,+00.000,Air
2026-09-14 14:59:04,+756.05,+024.56,+00.005,+00.005,+00.000,Air
2026-09-14 14:59:06,+756.09,+024.59,+00.000,+00.000,+00.000,Air
2026-09-14 14:59:08,+755.99,+024.57,+00.026,+00.025,+00.000,Air
2026-09-14 14:59:10,+756.09,+024.58,+00.000,+00.000,+00.000,Air
2026-09-14 14:59:12,+755.92,+024.53,+00.000,+00.000,+00.000,Air
2026-09-14 14:59:14,+756.04,+024.60,+00.000,+00.000,+00.000,Air
2026-09-14 14:59:16,+756.05,+024.59,+00.002,+00.002,+00.000,Air
2026-09-14 14:59:18,+756.04,+024.57,+00.005,+00.005,+00.000,Air
2026-09-14 14:59:20,+756.15,+024.58,+00.000,+00.000,+00.000,Air
2026-09-14 14:59:22,+756.06,+024.57,+00.000,+00.000,+00.000,Air
2026-09-14 14:59:24,+756.04,+024.56,+00.002,+00.002,+00.000,Air
2026-09-14 14:59:26,+756.06,+024.56,+00.000,+00.000,+00.000,Air
2026-09-14 14:59:28,+756.14,+024.55,+00.000,+00.000,+00.000,Air
2026-09-14 14:59:30,+755.97,+024.56,+00.000,+00.000,+00.000,Air
2026-09-14 14:59:32,+756.03,+024.53,+00.037,+00.036,+00.000,Air
2026-09-14 14:59:34,+755.92,+024.58,+00.000,+00.000,+00.000,Air
2026-09-14 14:59:36,+756.06,+024.56,+00.000,+00.000,+00.000,Air
2026-09-14 14:59:38,+756.01,+024.57,+00.000,+00.000,+00.000,Air
2026-09-14 14:59:40,+756.11,+024.57,+00.000,+00.000,+00.000,Air
2026-09-14 14:59:42,+756.10,+024.58,+00.024,+00.024,+00.000,Air
2026-09-14 14:59:44,+756.01,+024.57,+00.000,+00.000,+00.000,Air
2026-09-14 14:59:46,+755.98,+024.52,+00.005,+00.005,+00.000,Air
2026-09-14 14:59:48,+756.05,+024.55,+00.002,+00.002,+00.000,Air
2026-09-14 14:59:50,+756.07,+024.55,+00.013,+00.013,+00.000,Air
2026-09-14 14:59:52,+756.04,+024.56,+00.000,+00.000,+00.000,Air
2026-09-14 14:59:54,+756.06,+024.54,+00.000,+00.000,+00.000,Air
2026-09-14 14:59:56,+756.05,+024.56,+00.000,+00.000,+00.000,Air
2026-09-14 14:59:58,+756.10,+024.57,+00.000,+00.000,+00.000,Air
2026-09-14 15:00:00,+755.99,+024.58,+00.000,+00.000,+00.000,Air
2026-09-14 15:00:02,+756.12,+024.56,+00.000,+00.000,+00.000,Air
2026-09-14 15:00:04,+756.10,+024.55,+00.000,+00.000,+00.000,Air
2026-09-14 15:00:06,+755.97,+024.55,+00.009,+00.009,+00.000,Air
2026-09-14 15:00:08,+756.09,+024.58,+00.018,+00.018,+00.000,Air
2026-09-14 15:00:10,+756.01,+024.55,+00.000,+00.000,+00.000,Air
2026-09-14 15:00:12,+755.97,+024.54,+00.000,+00.000,+00.000,Air
2026-09-14 15:00:14,+756.00,+024.57,+00.000,+00.000,+00.000,Air
2026-09-14 15:00:16,+756.02,+024.60,+00.000,+00.000,+00.000,Air
2026-09-14 15:00:18,+756.08,+024.59,+00.000,+00.000,+00.000,Air
2026-09-14 15:00:20,+756.04,+024.56,+00.000,+00.000,+00.000,Air
2026-09-14 15:00:22,+756.04,+024.52,+00.000,+00.000,+00.000,Air
2026-09-14 15:00:24,+756.08,+024.59,+00.000,+00.000,+00.000,Air
2026-09-14 15:00:26,+756.04,+024.58,+00.032,+00.032,+00.000,Air
2026-09-14 15:00:28,+756.08,+024.56,+00.000,+00.000,+00.000,Air
2026-09-14 15:00:30,+756.02,+024.54,+00.019,+00.019,+00.000,Air
2026-09-14 15:00:32,+756.07,+024.53,+00.000,+00.000,+00.000,Air
2026-09-14 15:00:34,+756.04,+024.58,+00.000,+00.000,+00.000,Air
2026-09-14 15:00:36,+756.09,+024.55,+00.000,+00.000,+00.000,Air
2026-09-14 15:00:38,+756.04,+024.61,+00.000,+00.000,+00.000,Air
2026-09-14 15:00:40,+755.95,+024.58,+00.000,+00.000,+00.000,Air
2026-09-14 15:00:42,+756.07,+024.57,+00.000,+00.000,+00.000,Air
2026-09-14 15:00:44,+756.02,+024.56,+00.011,+00.011,+00.000,Air
2026-09-14 15:00:46,+756.04,+024.54,+00.015,+00.015,+00.000,Air
2026-09-14 15:00:48,+755.98,+024.59,+00.000,+00.000,+00.000,Air
2026-09-14 15:00:50,+756.11,+024.56,+00.007,+00.007,+00.000,Air
2026-09-14 15:00:52,+756.11,+024.55,+00.009,+00.009,+00.000,Air
2026-09-14 15:00:54,+756.03,+024.56,+00.000,+00.000,+00.000,Air
2026-09-14 15:00:56,+756.08,+024.59,+00.004,+00.004,+00.000,Air
2026-09-14 15:00:58,+756.00,+024.60,+00.016,+00.016,+00.000,Air
2026-09-14 15:01:00,+756.10,+024.59,+00.006,+00.006,+00.000,Air
2026-09-14 15:01:02,+756.02,+024.57,+00.013,+00.013,+00.000,Air
2026-09-14 15:01:04,+756.03,+024.54,+00.000,+00.000,+00.000,Air
2026-09-14 15:01:06,+756.04,+024.53,+00.000,+00.000,+00.000,Air
2026-09-14 15:01:08,+756.07,+024.56,+00.023,+00.023,+00.000,Air
2026-09-14 15:01:10,+756.10,+024.59,+00.008,+00.008,+00.000,Air
2026-09-14 15:01:12,+756.11,+024.56,+00.017,+00.017,+00.000,Air
2026-09-14 15:01:14,+756.04,+024.60,+00.035,+00.035,+00.000,Air
2026-09-14 15:01:16,+756.10,+024.58,+00.000,+00.000,+00.000,Air
2026-09-14 15:01:18,+756.00,+024.61,+00.000,+00.000,+00.000,Air
2026-09-14 15:01:20,+756.02,+024.56,+00.000,+00.000,+00.000,Air
2026-09-14 15:01:22,+756.11,+024.56,+00.000,+00.000,+00.000,Air
2026-09-14 15:01:24,+756.11,+024.60,+00.000,+00.000,+00.000,Air
2026-09-14 15:01:26,+756.09,+024.59,+00.000,+00.000,+00.000,Air
2026-09-14 15:01:28,+756.00,+024.55,+00.005,+00.005,+00.000,Air
2026-09-14 15:01:30,+756.06,+024.61,+00.000,+00.000,+00.000,Air
2026-09-14 15:01:32,+756.06,+024.58,+00.008,+00.008,+00.000,Air
2026-09-14 15:01:34,+756.04,+024.58,+00.000,+00.000,+00.000,Air
2026-09-14 15:01:36,+756.07,+024.59,+00.023,+00.023,+00.000,Air
2026-09-14 15:01:38,+756.05,+024.58,+00.020,+00.019,+00.000,Air
2026-09-14 15:01:40,+756.12,+024.58,+00.008,+00.008,+00.000,Air
2026-09-14 15:01:42,+755.98,+024.61,+00.023,+00.023,+00.000,Air
2026-09-14 15:01:44,+756.10,+024.61,+00.000,+00.000,+00.000,Air
2026-09-14 15:01:46,+756.08,+024.61,+00.000,+00.000,+00.000,Air
2026-09-14 15:01:48,+756.07,+024.59,+00.000,+00.000,+00.000,Air
2026-09-14 15:01:50,+756.07,+024.60,+00.027,+00.027,+00.000,Air
2026-09-14 15:01:52,+756.13,+024.55,+00.000,+00.000,+00.000,Air
