Time,abs_pressure_PSI,temperature_C,volumetric_flow_LPM,mass_flow_SLPM,gas_type
2026-09-14 15:50:22,+014.68,+025.03,+00.011,+00.011,Air
2026-09-14 15:50:24,+014.68,+025.01,+00.019,+00.019,Air
2026-09-14 15:50:26,+014.68,+025.00,+00.000,+00.000,Air
2026-09-14 15:50:28,+014.68,+024.98,+00.000,+00.000,Air
2026-09-14 15:50:30,+014.68,+025.01,+00.014,+00.014,Air
2026-09-14 15:50:32,+014.68,+024.99,+00.020,+00.020,Air
2026-09-14 15:50:34,+014.68,+024.99,+00.001,+00.001,Air
2026-09-14 15:50:36,+014.68,+025.03,+00.012,+00.012,Air
2026-09-14 15:50:38,+014.68,+024.98,+00.013,+00.013,Air
2026-09-14 15:50:40,+014.68,+025.01,+00.014,+00.014,Air
2026-09-14 15:50:42,+014.68,+025.01,+00.000,+00.000,Air
2026-09-14 15:50:44,+014.68,+025.00,+00.000,+00.000,Air
2026-09-14 15:50:46,+014.68,+025.01,+00.005,+00.005,Air
2026-09-14 15:50:48,+014.68,+025.00,+00.022,+00.022,Air
2026-09-14 15:50:50,+014.68,+025.02,+00.009,+00.009,Air
2026-09-14 15:50:52,+014.68,+025.02,+00.023,+00.023,Air
2026-09-14 15:50:54,+014.68,+024.98,+00.000,+00.000,Air
2026-09-14 15:50:56,+014.68,+024.97,+00.012,+00.012,Air
2026-09-14 15:50:58,+014.68,+024.99,+00.028,+00.028,Air
2026-09-14 15:51:00,+014.68,+024.99,+00.006,+00.006,Air
2026-09-14 15:51:02,+014.68,+025.04,+00.006,+00.006,Air
2026-09-14 15:51:04,+014.68,+025.01,+00.005,+00.005,Air
2026-09-14 15:51:06,+014.68,+025.00,+00.000,+00.000,Air
2026-09-14 15:51:08,+014.68,+025.02,+00.005,+00.005,Air
2026-09-14 15:51:10,+014.68,+025.02,+00.000,+00.000,Air
2026-09-14 15:51:12,+014.68,+025.03,+00.000,+00.000,Air
2026-09-14 15:51:14,+014.68,+025.03,+00.000,+00.000,Air
2026-09-14 15:51:16,+014.68,+025.04,+00.000,+00.000,Air
2026-09-14 15:51:18,+014.68,+025.00,+00.012,+00.012,Air
2026-09-14 15:51:20,+014.68,+025.02,+00.024,+00.024,Air
2026-09-14 15:51:22,+014.68,+025.01,+00.024,+00.024,Air
2026-09-14 15:51:24,+014.68,+024.96,+00.037,+00.037,Air
2026-09-14 15:51:26,+014.68,+025.00,+00.000,+00.000,Air
2026-09-14 15:51:28,+014.68,+025.04,+00.001,+00.001,Air
2026-09-14 15:51:30,+014.68,+024.99,+00.006,+00.006,Air
2026-09-14 15:51:32,+014.68,+025.02,+00.000,+00.000,Air
2026-09-14 15:51:34,+014.68,+024.99,+00.013,+00.013,Air
2026-09-14 15:51:36,+014.68,+025.01,+00.021,+00.021,Air
2026-09-14 15:51:38,+014.68,+025.00,+00.000,+00.000,Air
2026-09-14 15:51:40,+014.68,+024.98,+00.000,+00.000,Air
2026-09-14 15:51:42,+014.68,+025.02,+00.000,+00.000,Air
2026-09-14 15:51:44,+014.68,+025.00,+00.009,+00.009,Air
2026-09-14 15:51:46,+014.68,+025.02,+00.011,+00.011,Air
2026-09-14 15:51:48,+014.68,+025.04,+00.006,+00.006,Air
2026-09-14 15:51:50,+014.68,+025.00,+00.000,+00.000,Air
2026-09-14 15:51:52,+014.68,+025.01,+00.001,+00.001,Air
2026-09-14 15:51:54,+014.68,+025.02,+00.000,+00.000,Air
2026-09-14 15:51:56,+014.68,+025.03,+00.007,+00.007,Air
2026-09-14 15:51:58,+014.68,+025.01,+00.000,+00.000,Air
2026-09-14 15:52:00,+014.68,+025.01,+00.006,+00.006,Air
2026-09-14 15:52:02,+014.68,+025.02,+00.017,+00.017,Air
2026-09-14 15:52:04,+014.68,+025.01,+00.000,+00.000,Air
2026-09-14 15:52:06,+014.68,+025.02,+00.007,+00.007,Air
2026-09-14 15:52:08,+014.68,+025.01,+00.000,+00.000,Air
2026-09-14 15:52:10,+014.68,+025.00,+00.020,+00.020,Air
2026-09-14 15:52:12,+014.68,+025.02,+00.001,+00.001,Air
2026-09-14 15:52:14,+014.68,+025.02,+00.013,+00.013,Air
2026-09-14 15:52:16,+014.68,+025.03,+00.000,+00.000,Air
2026-09-14 15:52:18,+014.68,+024.99,+00.000,+00.000,Air
2026-09-14 15:52:20,+014.68,+025.02,+00.026,+00.026,Air
2026-09-14 15:52:22,+014.68,+025.00,+00.000,+00.000,Air
2026-09-14 15:52:24,+014.68,+024.98,+00.000,+00.000,Air
2026-09-14 15:52:26,+014.68,+024.99,+00.018,+00.018,Air
2026-09-14 15:52:28,+014.68,+024.99,+00.021,+00.021,Air
2026-09-14 15:52:30,+014.68,+025.02,+00.001,+00.001,Air
2026-09-14 15:52:32,+014.68,+025.03,+00.013,+00.013,Air
2026-09-14 15:52:34,+014.68,+025.04,+00.028,+00.028,Air
2026-09-14 15:52:36,+014.68,+025.01,+00.007,+00.007,Air
2026-09-14 15:52:38,+014.68,+025.02,+00.016,+00.016,Air
2026-09-14 15:52:40,+014.68,+025.04,+00.009,+00.009,Air
2026-09-14 15:52:42,+014.68,+025.03,+00.000,+00.000,Air
2026-09-14 15:52:44,+014.68,+025.00,+00.005,+00.005,Air
2026-09-14 15:52:46,+014.68,+025.01,+00.000,+00.000,Air
2026-09-14 15:52:48,+014.68,+025.02,+00.008,+00.008,Air
2026-09-14 15:52:50,+014.68,+025.01,+00.003,+00.003,Air
2026-09-14 15:52:52,+014.68,+025.06,+00.000,+00.000,Air
2026-09-14 15:52:54,+014.68,+025.01,+00.020,+00.020,Air
2026-09-14 15:52:56,+014.68,+025.01,+00.002,+00.002,Air
2026-09-14 15:52:58,+014.68,+025.02,+00.000,+00.000,Air
2026-09-14 15:53:00,+014.68,+025.03,+00.007,+00.007,Air
2026-09-14 15:53:02,+014.68,+025.00,+00.006,+00.006,Air
2026-09-14 15:53:04,+014.68,+025.02,+00.000,+00.000,Air
2026-09-14 15:53:06,+014.68,+025.02,+00.014,+00.014,Air
2026-09-14 15:53:08,+014.68,+025.00,+00.000,+00.000,Air
2026-09-14 15:53:10,+014.68,+025.03,+00.008,+00.008,Air
2026-09-14 15:53:12,+014.68,+025.00,+00.000,+00.000,Air
2026-09-14 15:53:14,+014.68,+025.05,+00.000,+00.000,Air
2026-09-14 15:53:16,+014.68,+025.02,+00.015,+00.015,Air
2026-09-14 15:53:18,+014.68,+025.00,+00.001,+00.001,Air
2026-09-14 15:53:20,+014.68,+025.02,+00.000,+00.000,Air
2026-09-14 15:53:22,+014.68,+025.02,+00.014,+00.014,Air
2026-09-14 15:53:24,+014.68,+025.00,+00.000,+00.000,Air
2026-09-14 15:53:26,+014.68,+025.02,+00.018,+00.018,Air
2026-09-14 15:53:28,+014.68,+025.01,+00.008,+00.008,Air
2026-09-14 15:53:30,+014.68,+025.03,+00.017,+00.017,Air
2026-09-14 15:53:32,+014.68,+025.00,+00.000,+00.000,Air
2026-09-14 15:53:34,+014.68,+025.00,+00.005,+00.005,Air
2026-09-14 15:53:36,+014.68,+025.02,+00.000,+00.000,Air
2026-09-14 15:53:38,+014.69,+025.00,+00.005,+00.005,Air
2026-09-14 15:53:40,+014.68,+025.01,+00.015,+00.015,Air
2026-09-14 15:53:42,+014.68,+025.03,+00.006,+00.006,Air
2026-09-14 15:53:44,+014.68,+025.00,+00.004,+00.004,Air
2026-09-14 15:53:46,+014.68,+025.02,+00.004,+00.004,Air
2026-09-14 15:53:48,+014.68,+025.01,+00.003,+00.003,Air
2026-09-14 15:53:50,+014.68,+024.98,+00.000,+00.000,Air
2026-09-14 15:53:52,+014.68,+025.00,+00.018,+00.018,Air
2026-09-14 15:53:54,+014.68,+025.01,+00.003,+00.003,Air
2026-09-14 15:53:56,+014.68,+025.02,+00.010,+00.010,Air
2026-09-14 15:53:58,+014.68,+025.02,+00.015,+00.015,Air
2026-09-14 15:54:00,+014.68,+024.97,+00.005,+00.005,Air
2026-09-14 15:54:02,+014.68,+025.05,+00.000,+00.000,Air
2026-09-14 15:54:04,+014.68,+025.00,+00.013,+00.013,Air
2026-09-14 15:54:06,+014.68,+025.06,+00.000,+00.000,Air
2026-09-14 15:54:08,+014.68,+025.03,+00.000,+00.000,Air
2026-09-14 15:54:10,+014.68,+025.00,+00.015,+00.015,Air
2026-09-14 15:54:12,+014.68,+025.05,+00.029,+00.029,Air
2026-09-14 15:54:14,+014.68,+024.98,+00.024,+00.024,Air
2026-09-14 15:54:16,+014.68,+025.03,+00.000,+00.000,Air
2026-09-14 15:54:18,+014.68,+025.03,+00.009,+00.009,Air
2026-09-14 15:54:20,+014.68,+024.98,+00.011,+00.011,Air
2026-09-14 15:54:22,+014.68,+025.04,+00.008,+00.008,Air
2026-09-14 15:54:24,+014.69,+025.02,+00.018,+00.018,Air
2026-09-14 15:54:26,+014.68,+025.02,+00.020,+00.019,Air
2026-09-14 15:54:28,+014.68,+025.04,+00.020,+00.020,Air
2026-09-14 15:54:30,+014.68,+025.01,+00.009,+00.009,Air
2026-09-14 15:54:32,+014.68,+025.03,+00.000,+00.000,Air
2026-09-14 15:54:34,+014.68,+025.02,+00.000,+00.000,Air
2026-09-14 15:54:36,+014.68,+025.04,+00.016,+00.016,Air
2026-09-14 15:54:38,+014.68,+025.01,+00.000,+00.000,Air
2026-09-14 15:54:40,+014.68,+025.02,+00.004,+00.004,Air
2026-09-14 15:54:42,+014.68,+025.02,+00.000,+00.000,Air
2026-09-14 15:54:44,+014.68,+025.03,+00.011,+00.011,Air
2026-09-14 15:54:46,+014.68,+025.01,+00.000,+00.000,Air
2026-09-14 15:54:48,+014.68,+024.99,+00.000,+00.000,Air
2026-09-14 15:54:50,+014.68,+025.02,+00.019,+00.019,Air
2026-09-14 15:54:52,+014.68,+025.02,+00.012,+00.012,Air
2026-09-14 15:54:54,+014.68,+025.04,+00.007,+00.007,Air
2026-09-14 15:54:56,+014.68,+025.04,+00.000,+00.000,Air
2026-09-14 15:54:58,+014.68,+025.04,+00.015,+00.015,Air
2026-09-14 15:55:00,+014.68,+025.00,+00.017,+00.017,Air
2026-09-14 15:55:02,+014.68,+025.04,+00.013,+00.013,Air
2026-09-14 15:55:04,+014.68,+025.07,+00.020,+00.020,Air
2026-09-14 15:55:06,+014.68,+025.03,+00.008,+00.008,Air
2026-09-14 15:55:08,+014.68,+025.02,+00.013,+00.013,Air
2026-09-14 15:55:10,+014.68,+025.03,+00.015,+00.015,Air
2026-09-14 15:55:12,+014.68,+025.00,+00.000,+00.000,Air
2026-09-14 15:55:14,+014.68,+025.04,+00.019,+00.019,Air
2026-09-14 15:55:16,+014.68,+025.01,+00.002,+00.002,Air
2026-09-14 15:55:18,+014.68,+025.05,+00.013,+00.013,Air
2026-09-14 15:55:20,+014.68,+025.03,+00.000,+00.000,Air
2026-09-14 15:55:22,+014.68,+025.03,+00.016,+00.016,Air
2026-09-14 15:55:24,+014.68,+025.05,+00.013,+00.013,Air
2026-09-14 15:55:26,+014.68,+025.06,+00.018,+00.018,Air
2026-09-14 15:55:28,+014.68,+025.03,+00.021,+00.021,Air
2026-09-14 15:55:30,+014.68,+025.03,+00.000,+00.000,Air
2026-09-14 15:55:32,+014.68,+025.02,+00.023,+00.023,Air
2026-09-14 15:55:34,+014.68,+025.00,+00.007,+00.007,Air
2026-09-14 15:55:36,+014.68,+025.03,+00.010,+00.010,Air
2026-09-14 15:55:38,+014.68,+025.01,+00.000,+00.000,Air
2026-09-14 15:55:40,+014.68,+025.08,+00.000,+00.000,Air
2026-09-14 15:55:42,+014.68,+025.05,+00.007,+00.007,Air
2026-09-14 15:55:44,+014.68,+025.00,+00.002,+00.002,Air
2026-09-14 15:55:46,+014.68,+025.07,+00.027,+00.027,Air
2026-09-14 15:55:48,+014.68,+025.02,+00.015,+00.015,Air
2026-09-14 15:55:50,+014.68,+024.99,+00.001,+00.001,Air
2026-09-14 15:55:52,+014.68,+025.01,+00.001,+00.001,Air
2026-09-14 15:55:54,+014.68,+025.05,+00.000,+00.000,Air
2026-09-14 15:55:56,+014.68,+024.97,+00.033,+00.033,Air
2026-09-14 15:55:58,+014.68,+025.01,+00.017,+00.017,Air
2026-09-14 15:56:00,+014.68,+025.01,+00.008,+00.008,Air
2026-09-14 15:56:02,+014.68,+025.05,+00.025,+00.025,Air
2026-09-14 15:56:04,+014.68,+025.00,+00.000,+00.000,Air
2026-09-14 15:56:06,+014.68,+025.04,+00.000,+00.000,Air
2026-09-14 15:56:08,+014.68,+025.06,+00.014,+00.014,Air
2026-09-14 15:56:10,+014.68,+025.04,+00.021,+00.021,Air
2026-09-14 15:56:12,+014.68,+025.03,+00.000,+00.000,Air
2026-09-14 15:56:14,+014.68,+025.05,+00.000,+00.000,Air
2026-09-14 15:56:16,+014.68,+024.99,+00.000,+00.000,Air
2026-09-14 15:56:18,+014.68,+025.01,+00.009,+00.009,Air
2026-09-14 15:56:20,+014.68,+025.01,+00.019,+00.019,Air
2026-09-14 15:56:22,+014.68,+025.04,+00.017,+00.017,Air
2026-09-14 15:56:24,+014.68,+025.05,+00.000,+00.000,Air
2026-09-14 15:56:26,+014.68,+025.04,+00.004,+00.004,Air
2026-09-14 15:56:28,+014.68,+025.03,+00.000,+00.000,Air
2026-09-14 15:56:30,+014.68,+025.06,+00.014,+00.014,Air
2026-09-14 15:56:32,+014.68,+025.03,+00.018,+00.018,Air
2026-09-14 15:56:34,+014.68,+025.09,+00.000,+00.000,Air
2026-09-14 15:56:36,+014.68,+025.05,+00.003,+00.003,Air
2026-09-14 15:56:38,+014.68,+025.01,+00.003,+00.003,Air
2026-09-14 15:56:40,+014.68,+025.01,+00.013,+00.013,Air
2026-09-14 15:56:42,+014.68,+025.03,+00.012,+00.012,Air
2026-09-14 15:56:44,+014.68,+025.06,+00.005,+00.005,Air
2026-09-14 15:56:46,+014.68,+025.05,+00.007,+00.007,Air
2026-09-14 15:56:48,+014.68,+025.02,+00.003,+00.003,Air
2026-09-14 15:56:50,+014.68,+025.04,+00.003,+00.003,Air
2026-09-14 15:56:52,+014.69,+025.02,+00.014,+00.014,Air
2026-09-14 15:56:54,+014.68,+025.06,+00.000,+00.000,Air
2026-09-14 15:56:56,+014.68,+025.06,+00.000,+00.000,Air
2026-09-14 15:56:58,+014.68,+025.00,+00.006,+00.006,Air
2026-09-14 15:57:00,+014.68,+025.01,+00.003,+00.003,Air
2026-09-14 15:57:02,+014.68,+025.03,+00.000,+00.000,Air
2026-09-14 15:57:04,+014.68,+025.00,+00.024,+00.024,Air
2026-09-14 15:57:06,+014.68,+025.06,+00.000,+00.000,Air
2026-09-14 15:57:08,+014.68,+025.03,+00.013,+00.013,Air
2026-09-14 15:57:10,+014.68,+025.01,+00.000,+00.000,Air
2026-09-14 15:57:12,+014.68,+025.03,+00.010,+00.010,Air
2026-09-14 15:57:14,+014.68,+025.03,+00.007,+00.007,Air
2026-09-14 15:57:16,+014.68,+025.04,+00.000,+00.000,Air
2026-09-14 15:57:18,+014.68,+025.05,+00.022,+00.022,Air
2026-09-14 15:57:20,+014.68,+025.03,+00.020,+00.020,Air
2026-09-14 15:57:22,+014.68,+025.05,+00.002,+00.002,Air
2026-09-14 15:57:24,+014.68,+024.99,+00.025,+00.025,Air
2026-09-14 15:57:26,+014.69,+025.00,+00.021,+00.021,Air
2026-09-14 15:57:28,+014.68,+025.03,+00.014,+00.014,Air
2026-09-14 15:57:30,+014.68,+024.99,+00.020,+00.020,Air
2026-09-14 15:57:32,+014.68,+025.02,+00.016,+00.016,Air
2026-09-14 15:57:34,+014.68,+025.03,+00.047,+00.047,Air
2026-09-14 15:57:36,+014.68,+025.05,+00.008,+00.008,Air
2026-09-14 15:57:38,+014.69,+025.04,+00.003,+00.003,Air
2026-09-14 15:57:40,+014.68,+025.03,+00.018,+00.018,Air
2026-09-14 15:57:42,+014.68,+025.03,+00.001,+00.001,Air
2026-09-14 15:57:44,+014.68,+025.04,+00.002,+00.002,Air
2026-09-14 15:57:46,+014.68,+025.02,+00.000,+00.000,Air
2026-09-14 15:57:48,+014.68,+025.01,+00.017,+00.017,Air
2026-09-14 15:57:50,+014.68,+025.01,+00.005,+00.005,Air
2026-09-14 15:57:52,+014.68,+025.04,+00.000,+00.000,Air
2026-09-14 15:57:54,+014.68,+025.03,+00.000,+00.000,Air
2026-09-14 15:57:56,+014.68,+025.08,+00.006,+00.006,Air
2026-09-14 15:57:58,+014.68,+025.05,+00.008,+00.008,Air
2026-09-14 15:58:00,+014.68,+025.04,+00.000,+00.000,Air
2026-09-14 15:58:02,+014.68,+025.03,+00.000,+00.000,Air
2026-09-14 15:58:04,+014.68,+025.04,+00.025,+00.025,Air
2026-09-14 15:58:06,+014.68,+025.06,+00.000,+00.000,Air
2026-09-14 15:58:08,+014.68,+025.01,+00.006,+00.006,Air
2026-09-14 15:58:10,+014.68,+025.03,+00.018,+00.018,Air
2026-09-14 15:58:12,+014.68,+025.03,+00.006,+00.006,Air
2026-09-14 15:58:14,+014.68,+025.05,+00.012,+00.012,Air
2026-09-14 15:58:16,+014.68,+025.02,+00.009,+00.009,Air
2026-09-14 15:58:18,+014.68,+025.08,+00.005,+00.005,Air
2026-09-14 15:58:20,+014.68,+025.06,+00.010,+00.010,Air
2026-09-14 15:58:22,+014.68,+025.05,+00.000,+00.000,Air
2026-09-14 15:58:24,+014.68,+025.06,+00.001,+00.001,Air
2026-09-14 15:58:26,+014.68,+025.04,+00.020,+00.020,Air
2026-09-14 15:58:28,+014.68,+025.06,+00.000,+00.000,Air
2026-09-14 15:58:30,+014.68,+025.04,+00.004,+00.004,Air
2026-09-14 15:58:32,+014.68,+025.02,+00.005,+00.005,Air
2026-09-14 15:58:34,+014.68,+025.04,+00.000,+00.000,Air
2026-09-14 15:58:36,+014.68,+025.04,+00.027,+00.027,Air
2026-09-14 15:58:38,+014.68,+025.01,+00.000,+00.000,Air
2026-09-14 15:58:40,+014.68,+025.05,+00.015,+00.015,Air
2026-09-14 15:58:42,+014.68,+025.03,+00.002,+00.002,Air
2026-09-14 15:58:44,+014.69,+025.03,+00.001,+00.001,Air
2026-09-14 15:58:46,+014.68,+025.02,+00.000,+00.000,Air
2026-09-14 15:58:48,+014.68,+025.02,+00.005,+00.005,Air
2026-09-14 15:58:50,+014.68,+024.99,+00.002,+00.002,Air
2026-09-14 15:58:52,+014.68,+025.02,+00.000,+00.000,Air
2026-09-14 15:58:54,+014.68,+025.03,+00.014,+00.014,Air
2026-09-14 15:58:56,+014.68,+025.05,+00.000,+00.000,Air
2026-09-14 15:58:58,+014.69,+025.06,+00.000,+00.000,Air
2026-09-14 15:59:00,+014.68,+025.02,+00.002,+00.002,Air
2026-09-14 15:59:02,+014.68,+025.06,+00.000,+00.000,Air
2026-09-14 15:59:04,+014.68,+025.01,+00.003,+00.003,Air
2026-09-14 15:59:06,+014.69,+025.02,+00.000,+00.000,Air
2026-09-14 15:59:08,+014.68,+025.05,+00.006,+00.006,Air
2026-09-14 15:59:10,+014.68,+025.03,+00.004,+00.004,Air
2026-09-14 15:59:12,+014.68,+025.03,+00.000,+00.000,Air
2026-09-14 15:59:14,+014.68,+025.05,+00.000,+00.000,Air
2026-09-14 15:59:16,+014.68,+025.01,+00.022,+00.022,Air
2026-09-14 15:59:18,+014.68,+025.04,+00.000,+00.000,Air
2026-09-14 15:59:20,+014.68,+025.02,+00.000,+00.000,Air
2026-09-14 15:59:22,+014.68,+025.04,+00.000,+00.000,Air
2026-09-14 15:59:24,+014.68,+025.06,+00.002,+00.002,Air
2026-09-14 15:59:26,+014.69,+025.08,+00.011,+00.011,Air
2026-09-14 15:59:28,+014.68,+025.05,+00.000,+00.000,Air
2026-09-14 15:59:30,+014.68,+025.03,+00.017,+00.017,Air
2026-09-14 15:59:32,+014.68,+025.03,+00.004,+00.004,Air
2026-09-14 15:59:34,+014.68,+025.01,+00.000,+00.000,Air
2026-09-14 15:59:36,+014.68,+025.02,+00.000,+00.000,Air
2026-09-14 15:59:38,+014.68,+025.04,+00.002,+00.002,Air
2026-09-14 15:59:40,+014.68,+025.07,+00.000,+00.000,Air
2026-09-14 15:59:42,+014.68,+025.02,+00.046,+00.046,Air
2026-09-14 15:59:44,+014.69,+025.03,+00.008,+00.008,Air
2026-09-14 15:59:46,+014.68,+025.04,+00.016,+00.016,Air
2026-09-14 15:59:48,+014.68,+025.04,+00.017,+00.017,Air
2026-09-14 15:59:50,+014.68,+025.05,+00.000,+00.000,Air
2026-09-14 15:59:52,+014.68,+025.03,+00.009,+00.009,Air
2026-09-14 15:59:54,+014.68,+025.00,+00.004,+00.004,Air
2026-09-14 15:59:56,+014.69,+025.06,+00.005,+00.005,Air
2026-09-14 15:59:58,+014.68,+025.03,+00.017,+00.017,Air
2026-09-14 16:00:00,+014.68,+025.05,+00.000,+00.000,Air
2026-09-14 16:00:02,+014.68,+025.06,+00.015,+00.015,Air
2026-09-14 16:00:04,+014.68,+025.04,+00.032,+00.032,Air
2026-09-14 16:00:06,+014.68,+025.05,+00.000,+00.000,Air
2026-09-14 16:00:08,+014.68,+025.07,+00.013,+00.013,Air
2026-09-14 16:00:10,+014.68,+025.01,+00.018,+00.018,Air
2026-09-14 16:00:12,+014.68,+025.01,+00.000,+00.000,Air
2026-09-14 16:00:14,+014.68,+025.02,+00.000,+00.000,Air
2026-09-14 16:00:16,+014.68,+025.03,+00.008,+00.008,Air
2026-09-14 16:00:18,+014.69,+025.04,+00.008,+00.008,Air
2026-09-14 16:00:20,+014.68,+025.08,+00.010,+00.010,Air
2026-09-14 16:00:22,+014.68,+025.03,+00.000,+00.000,Air
2026-09-14 16:00:24,+014.68,+025.04,+00.000,+00.000,Air
2026-09-14 16:00:26,+014.68,+025.03,+00.009,+00.009,Air
2026-09-14 16:00:28,+014.68,+025.08,+00.007,+00.007,Air
2026-09-14 16:00:30,+014.68,+025.02,+00.006,+00.006,Air
2026-09-14 16:00:32,+014.68,+025.05,+00.019,+00.019,Air
2026-09-14 16:00:34,+014.68,+025.06,+00.007,+00.007,Air
2026-09-14 16:00:36,+014.68,+025.06,+00.000,+00.000,Air
2026-09-14 16:00:38,+014.68,+025.04,+00.000,+00.000,Air
2026-09-14 16:00:40,+014.68,+025.03,+00.000,+00.000,Air
2026-09-14 16:00:42,+014.68,+025.02,+00.006,+00.006,Air
2026-09-14 16:00:44,+014.68,+025.08,+00.000,+00.000,Air
2026-09-14 16:00:46,+014.68,+025.06,+00.001,+00.001,Air
